HE (EST),kWH
2017-05-17 03:45:00,2841.36
2017-05-17 04:00:00,2787.0
2017-05-17 04:15:00,2737.56
2017-05-17 04:30:00,2725.08
2017-05-17 04:45:00,2695.44
2017-05-17 05:00:00,2658.72
2017-05-17 05:15:00,2671.92
2017-05-17 05:30:00,2665.2
2017-05-17 05:45:00,2667.0
2017-05-17 06:00:00,2642.28
2017-05-17 06:15:00,2331.0
2017-05-17 06:30:00,2327.64
2017-05-17 06:45:00,2307.36
2017-05-17 07:00:00,2307.0
2017-05-17 07:15:00,2285.04
2017-05-17 07:30:00,2280.6
2017-05-17 07:45:00,2192.64
2017-05-17 08:00:00,1977.72
2017-05-17 08:15:00,2052.36
2017-05-17 08:30:00,2244.96
2017-05-17 08:45:00,2293.92
2017-05-17 09:00:00,2294.28
2017-05-17 09:15:00,2324.04
2017-05-17 09:30:00,2344.68
2017-05-17 09:45:00,2341.44
2017-05-17 10:00:00,2336.16
2017-05-17 10:15:00,2357.04
2017-05-17 10:30:00,2363.52
2017-05-17 10:45:00,2378.04
2017-05-17 11:00:00,2375.52
2017-05-17 11:15:00,2361.24
2017-05-17 11:30:00,2392.92
2017-05-17 11:45:00,2382.72
2017-05-17 12:00:00,2382.6
2017-05-17 12:15:00,2374.8
2017-05-17 12:30:00,2388.0
2017-05-17 12:45:00,2410.92
2017-05-17 13:00:00,2406.48
2017-05-17 13:15:00,2397.24
2017-05-17 13:30:00,2395.8
2017-05-17 13:45:00,2422.92
2017-05-17 14:00:00,2429.04
2017-05-17 14:15:00,2401.68
2017-05-17 14:30:00,2403.36
2017-05-17 14:45:00,2399.76
2017-05-17 15:00:00,2393.64
2017-05-17 15:15:00,2400.48
2017-05-17 15:30:00,2389.8
2017-05-17 15:45:00,2366.4
2017-05-17 16:00:00,2352.72
2017-05-17 16:15:00,2347.2
2017-05-17 16:30:00,2354.16
2017-05-17 16:45:00,2347.44
2017-05-17 17:00:00,2341.32
2017-05-17 17:15:00,2344.08
2017-05-17 17:30:00,2363.88
2017-05-17 17:45:00,2363.52
2017-05-17 18:00:00,2355.24
2017-05-17 18:15:00,2351.52
2017-05-17 18:30:00,2351.76
2017-05-17 18:45:00,2362.44
2017-05-17 19:00:00,2390.52
2017-05-17 19:15:00,2389.32
2017-05-17 19:30:00,2389.44
2017-05-17 19:45:00,2386.68
2017-05-17 20:00:00,2394.36
2017-05-17 20:15:00,2399.52
2017-05-17 20:30:00,2409.96
2017-05-17 20:45:00,2411.04
2017-05-17 21:00:00,2402.28
2017-05-17 21:15:00,2387.88
2017-05-17 21:30:00,2384.76
2017-05-17 21:45:00,2403.96
2017-05-17 22:00:00,2397.96
2017-05-17 22:15:00,2392.56
2017-05-17 22:30:00,2391.84
2017-05-17 22:45:00,2379.36
2017-05-17 23:00:00,2373.0
2017-05-17 23:15:00,2369.16
2017-05-17 23:30:00,2363.88
2017-05-17 23:45:00,2355.48
2017-05-18 00:00:00,2338.44
2017-05-18 00:15:00,2322.6
2017-05-18 00:30:00,2323.44
2017-05-18 00:45:00,2309.28
2017-05-18 01:00:00,2310.96
2017-05-18 01:15:00,2301.84
2017-05-18 01:30:00,2290.32
2017-05-18 01:45:00,2280.6
2017-05-18 02:00:00,2274.12
2017-05-18 02:15:00,2284.2
2017-05-18 02:30:00,2275.32
2017-05-18 02:45:00,2255.04
2017-05-18 03:00:00,2235.84
2017-05-18 03:15:00,2231.28
2017-05-18 03:30:00,2239.32
2017-05-18 03:45:00,2239.08
2017-05-18 04:00:00,2205.84
2017-05-18 04:15:00,2209.32
2017-05-18 04:30:00,2205.24
2017-05-18 04:45:00,2213.28
2017-05-18 05:00:00,2215.68
2017-05-18 05:15:00,2213.04
2017-05-18 05:30:00,2213.88
2017-05-18 05:45:00,2215.8
2017-05-18 06:00:00,2215.8
2017-05-18 06:15:00,2218.2
2017-05-18 06:30:00,2229.84
2017-05-18 06:45:00,2246.76
2017-05-18 07:00:00,2264.16
2017-05-18 07:15:00,2285.4
2017-05-18 07:30:00,2283.96
2017-05-18 07:45:00,2338.08
2017-05-18 08:00:00,2350.8
2017-05-18 08:15:00,2367.12
2017-05-18 08:30:00,2381.88
2017-05-18 08:45:00,2387.88
2017-05-18 09:00:00,2391.72
2017-05-18 09:15:00,2405.76
2017-05-18 09:30:00,2423.4
2017-05-18 09:45:00,2416.56
2017-05-18 10:00:00,2429.28
2017-05-18 10:15:00,2458.56
2017-05-18 10:30:00,2469.48
2017-05-18 10:45:00,2470.44
2017-05-18 11:00:00,2460.12
2017-05-18 11:15:00,2448.24
2017-05-18 11:30:00,2452.56
2017-05-18 11:45:00,2441.64
2017-05-18 12:00:00,2440.32
2017-05-18 12:15:00,2444.76
2017-05-18 12:30:00,2449.92
2017-05-18 12:45:00,2468.16
2017-05-18 13:00:00,2453.52
2017-05-18 13:15:00,2463.6
2017-05-18 13:30:00,2472.0
2017-05-18 13:45:00,2495.76
2017-05-18 14:00:00,2502.72
2017-05-18 14:15:00,2490.24
2017-05-18 14:30:00,2482.2
2017-05-18 14:45:00,2476.68
2017-05-18 15:00:00,2478.48
2017-05-18 15:15:00,2457.72
2017-05-18 15:30:00,2407.44
2017-05-18 15:45:00,2408.64
2017-05-18 16:00:00,2406.36
2017-05-18 16:15:00,2396.88
2017-05-18 16:30:00,2394.48
2017-05-18 16:45:00,2373.96
2017-05-18 17:00:00,2364.6
2017-05-18 17:15:00,2363.04
2017-05-18 17:30:00,2374.2
2017-05-18 17:45:00,2386.68
2017-05-18 18:00:00,2378.64
2017-05-18 18:15:00,2385.6
2017-05-18 18:30:00,2360.88
2017-05-18 18:45:00,2358.96
2017-05-18 19:00:00,2365.08
2017-05-18 19:15:00,2366.16
2017-05-18 19:30:00,2386.92
2017-05-18 19:45:00,2387.76
2017-05-18 20:00:00,2381.64
2017-05-18 20:15:00,2384.16
2017-05-18 20:30:00,2385.48
2017-05-18 20:45:00,2394.36
2017-05-18 21:00:00,2400.96
2017-05-18 21:15:00,2402.64
2017-05-18 21:30:00,2386.44
2017-05-18 21:45:00,2393.04
2017-05-18 22:00:00,2393.16
2017-05-18 22:15:00,2395.8
2017-05-18 22:30:00,2374.44
2017-05-18 22:45:00,2377.44
2017-05-18 23:00:00,2381.28
2017-05-18 23:15:00,2362.44
2017-05-18 23:30:00,2358.6
2017-05-18 23:45:00,2351.4
2017-05-19 00:00:00,2333.76
2017-05-19 00:15:00,2326.92
2017-05-19 00:30:00,2311.08
2017-05-19 00:45:00,2327.4
2017-05-19 01:00:00,2309.52
2017-05-19 01:15:00,2305.08
2017-05-19 01:30:00,2300.52
2017-05-19 01:45:00,2308.8
2017-05-19 02:00:00,2292.36
2017-05-19 02:15:00,2289.48
2017-05-19 02:30:00,2304.12
2017-05-19 02:45:00,2301.12
2017-05-19 03:00:00,2287.68
2017-05-19 03:15:00,2284.44
2017-05-19 03:30:00,2319.36
2017-05-19 03:45:00,2304.48
2017-05-19 04:00:00,2337.6
2017-05-19 04:15:00,2355.0
2017-05-19 04:30:00,2348.76
2017-05-19 04:45:00,2337.24
2017-05-19 05:00:00,2357.52
2017-05-19 05:15:00,2382.72
2017-05-19 05:30:00,2378.28
2017-05-19 05:45:00,2374.68
2017-05-19 06:00:00,2357.4
2017-05-19 06:15:00,2358.12
2017-05-19 06:30:00,2364.0
2017-05-19 06:45:00,2389.92
2017-05-19 07:00:00,2427.24
2017-05-19 07:15:00,2440.08
2017-05-19 07:30:00,2436.36
2017-05-19 07:45:00,2434.68
2017-05-19 08:00:00,2442.36
2017-05-19 08:15:00,2453.64
2017-05-19 08:30:00,2432.76
2017-05-19 08:45:00,2435.52
2017-05-19 09:00:00,2443.92
2017-05-19 09:15:00,2442.24
2017-05-19 09:30:00,2449.56
2017-05-19 09:45:00,2443.44
2017-05-19 10:00:00,2419.92
2017-05-19 10:15:00,2369.28
2017-05-19 10:30:00,2325.12
2017-05-19 10:45:00,2362.68
2017-05-19 11:00:00,2347.44
2017-05-19 11:15:00,2315.64
2017-05-19 11:30:00,2335.2
2017-05-19 11:45:00,2332.08
2017-05-19 12:00:00,2318.16
2017-05-19 12:15:00,2334.96
2017-05-19 12:30:00,2332.68
2017-05-19 12:45:00,2323.8
2017-05-19 13:00:00,2320.56
2017-05-19 13:15:00,2331.6
2017-05-19 13:30:00,2322.96
2017-05-19 13:45:00,2316.84
2017-05-19 14:00:00,2313.24
2017-05-19 14:15:00,2320.56
2017-05-19 14:30:00,2314.2
2017-05-19 14:45:00,2320.2
2017-05-19 15:00:00,2317.08
2017-05-19 15:15:00,2306.04
2017-05-19 15:30:00,2293.2
2017-05-19 15:45:00,2331.84
2017-05-19 16:00:00,2319.72
2017-05-19 16:15:00,2301.48
2017-05-19 16:30:00,2288.88
2017-05-19 16:45:00,2302.44
2017-05-19 17:00:00,2290.56
2017-05-19 17:15:00,2290.56
2017-05-19 17:30:00,2292.0
2017-05-19 17:45:00,2306.4
2017-05-19 18:00:00,2295.72
2017-05-19 18:15:00,2284.08
2017-05-19 18:30:00,2299.8
2017-05-19 18:45:00,2295.84
2017-05-19 19:00:00,2292.48
2017-05-19 19:15:00,2298.84
2017-05-19 19:30:00,2306.76
2017-05-19 19:45:00,2305.2
2017-05-19 20:00:00,2306.4
2017-05-19 20:15:00,2300.52
2017-05-19 20:30:00,2292.72
2017-05-19 20:45:00,2285.88
2017-05-19 21:00:00,2295.12
2017-05-19 21:15:00,2274.96
2017-05-19 21:30:00,2278.08
2017-05-19 21:45:00,2279.64
2017-05-19 22:00:00,2298.24
2017-05-19 22:15:00,2294.88
2017-05-19 22:30:00,2297.76
2017-05-19 22:45:00,2289.48
2017-05-19 23:00:00,2293.8
2017-05-19 23:15:00,2291.4
2017-05-19 23:30:00,2272.92
2017-05-19 23:45:00,2256.12
2017-05-20 00:00:00,2257.32
2017-05-20 00:15:00,2253.36
2017-05-20 00:30:00,2250.0
2017-05-20 00:45:00,2240.76
2017-05-20 01:00:00,2227.44
2017-05-20 01:15:00,2223.72
2017-05-20 01:30:00,2225.4
2017-05-20 01:45:00,2214.72
2017-05-20 02:00:00,2216.76
2017-05-20 02:15:00,2223.24
2017-05-20 02:30:00,2210.16
2017-05-20 02:45:00,2197.56
2017-05-20 03:00:00,2192.4
2017-05-20 03:15:00,2180.76
2017-05-20 03:30:00,2167.68
2017-05-20 03:45:00,2182.08
2017-05-20 04:00:00,2203.08
2017-05-20 04:15:00,2204.88
2017-05-20 04:30:00,2182.32
2017-05-20 04:45:00,2172.48
2017-05-20 05:00:00,2167.92
2017-05-20 05:15:00,2173.68
2017-05-20 05:30:00,2166.24
2017-05-20 05:45:00,2149.8
2017-05-20 06:00:00,2153.4
2017-05-20 06:15:00,2163.84
2017-05-20 06:30:00,2146.32
2017-05-20 06:45:00,2140.56
2017-05-20 07:00:00,2157.24
2017-05-20 07:15:00,2165.76
2017-05-20 07:30:00,2162.88
2017-05-20 07:45:00,2178.72
2017-05-20 08:00:00,2186.88
2017-05-20 08:15:00,2188.92
2017-05-20 08:30:00,2203.68
2017-05-20 08:45:00,2201.64
2017-05-20 09:00:00,2209.2
2017-05-20 09:15:00,2228.76
2017-05-20 09:30:00,2232.84
2017-05-20 09:45:00,2230.68
2017-05-20 10:00:00,2237.64
2017-05-20 10:15:00,2244.96
2017-05-20 10:30:00,2254.56
2017-05-20 10:45:00,2269.44
2017-05-20 11:00:00,2253.0
2017-05-20 11:15:00,2247.24
2017-05-20 11:30:00,2260.44
2017-05-20 11:45:00,2237.88
2017-05-20 12:00:00,2237.04
2017-05-20 12:15:00,2247.72
2017-05-20 12:30:00,2252.88
2017-05-20 12:45:00,2262.72
2017-05-20 13:00:00,2267.16
2017-05-20 13:15:00,2257.92
2017-05-20 13:30:00,2263.92
2017-05-20 13:45:00,2277.6
2017-05-20 14:00:00,2282.88
2017-05-20 14:15:00,2283.24
2017-05-20 14:30:00,2294.4
2017-05-20 14:45:00,2296.68
2017-05-20 15:00:00,2296.56
2017-05-20 15:15:00,2301.36
2017-05-20 15:30:00,2297.76
2017-05-20 15:45:00,2311.32
2017-05-20 16:00:00,2312.88
2017-05-20 16:15:00,2289.48
2017-05-20 16:30:00,2292.72
2017-05-20 16:45:00,2301.72
2017-05-20 17:00:00,2304.84
2017-05-20 17:15:00,2291.28
2017-05-20 17:30:00,2274.6
2017-05-20 17:45:00,2269.32
2017-05-20 18:00:00,2265.0
2017-05-20 18:15:00,2267.64
2017-05-20 18:30:00,2273.76
2017-05-20 18:45:00,2273.16
2017-05-20 19:00:00,2279.16
2017-05-20 19:15:00,2271.48
2017-05-20 19:30:00,2284.56
2017-05-20 19:45:00,2292.36
2017-05-20 20:00:00,2279.52
2017-05-20 20:15:00,2274.84
2017-05-20 20:30:00,2279.16
2017-05-20 20:45:00,2263.44
2017-05-20 21:00:00,2281.2
2017-05-20 21:15:00,2271.0
2017-05-20 21:30:00,2279.76
2017-05-20 21:45:00,2270.04
2017-05-20 22:00:00,2294.4
2017-05-20 22:15:00,2281.8
2017-05-20 22:30:00,2286.48
2017-05-20 22:45:00,2298.6
2017-05-20 23:00:00,2300.64
2017-05-20 23:15:00,2301.0
2017-05-20 23:30:00,2294.64
2017-05-20 23:45:00,2277.96
2017-05-21 00:00:00,2270.16
2017-05-21 00:15:00,2265.24
2017-05-21 00:30:00,2268.48
2017-05-21 00:45:00,2262.6
2017-05-21 01:00:00,2258.88
2017-05-21 01:15:00,2251.44
2017-05-21 01:30:00,2243.88
2017-05-21 01:45:00,2235.12
2017-05-21 02:00:00,2239.08
2017-05-21 02:15:00,2243.16
2017-05-21 02:30:00,2241.0
2017-05-21 02:45:00,2235.84
2017-05-21 03:00:00,2238.36
2017-05-21 03:15:00,2208.84
2017-05-21 03:30:00,2211.36
2017-05-21 03:45:00,2201.52
2017-05-21 04:00:00,2202.96
2017-05-21 04:15:00,2207.76
2017-05-21 04:30:00,2189.64
2017-05-21 04:45:00,2174.64
2017-05-21 05:00:00,2175.0
2017-05-21 05:15:00,2172.36
2017-05-21 05:30:00,2174.64
2017-05-21 05:45:00,2169.6
2017-05-21 06:00:00,2172.84
2017-05-21 06:15:00,2172.36
2017-05-21 06:30:00,2188.44
2017-05-21 06:45:00,2207.52
2017-05-21 07:00:00,2227.92
2017-05-21 07:15:00,2235.84
2017-05-21 07:30:00,2247.48
2017-05-21 07:45:00,2231.88
2017-05-21 08:00:00,2255.28
2017-05-21 08:15:00,2257.2
2017-05-21 08:30:00,2259.12
2017-05-21 08:45:00,2262.12
2017-05-21 09:00:00,2262.48
2017-05-21 09:15:00,2276.28
2017-05-21 09:30:00,2279.88
2017-05-21 09:45:00,2301.84
2017-05-21 10:00:00,2319.72
2017-05-21 10:15:00,2319.36
2017-05-21 10:30:00,2312.76
2017-05-21 10:45:00,2330.4
2017-05-21 11:00:00,2341.8
2017-05-21 11:15:00,2312.88
2017-05-21 11:30:00,2329.32
2017-05-21 11:45:00,2345.16
2017-05-21 12:00:00,2429.64
2017-05-21 12:15:00,2431.08
2017-05-21 12:30:00,2387.64
2017-05-21 12:45:00,2347.2
2017-05-21 13:00:00,2389.2
2017-05-21 13:15:00,2473.92
2017-05-21 13:30:00,2500.8
2017-05-21 13:45:00,2421.12
2017-05-21 14:00:00,2365.56
2017-05-21 14:15:00,2412.6
2017-05-21 14:30:00,2395.68
2017-05-21 14:45:00,2375.04
2017-05-21 15:00:00,2452.56
2017-05-21 15:15:00,2461.08
2017-05-21 15:30:00,2409.48
2017-05-21 15:45:00,2419.56
2017-05-21 16:00:00,2410.8
2017-05-21 16:15:00,2335.8
2017-05-21 16:30:00,2303.28
2017-05-21 16:45:00,2257.68
2017-05-21 17:00:00,2268.84
2017-05-21 17:15:00,2289.72
2017-05-21 17:30:00,2297.28
2017-05-21 17:45:00,2367.24
2017-05-21 18:00:00,2400.72
2017-05-21 18:15:00,2397.0
2017-05-21 18:30:00,2439.84
2017-05-21 18:45:00,2464.2
2017-05-21 19:00:00,2488.68
2017-05-21 19:15:00,2497.8
2017-05-21 19:30:00,2497.8
2017-05-21 19:45:00,2511.12
2017-05-21 20:00:00,2502.24
2017-05-21 20:15:00,2487.96
2017-05-21 20:30:00,2510.88
2017-05-21 20:45:00,2508.72
2017-05-21 21:00:00,2504.04
2017-05-21 21:15:00,2490.36
2017-05-21 21:30:00,2486.64
2017-05-21 21:45:00,2477.88
2017-05-21 22:00:00,2481.72
2017-05-21 22:15:00,2488.2
2017-05-21 22:30:00,2481.24
2017-05-21 22:45:00,2481.96
2017-05-21 23:00:00,2490.36
2017-05-21 23:15:00,2490.0
2017-05-21 23:30:00,2482.92
2017-05-21 23:45:00,2445.48
2017-05-22 00:00:00,2432.4
2017-05-22 00:15:00,2416.2
2017-05-22 00:30:00,2412.24
2017-05-22 00:45:00,2395.92
2017-05-22 01:00:00,2384.16
2017-05-22 01:15:00,2370.12
2017-05-22 01:30:00,2337.96
2017-05-22 01:45:00,2319.36
2017-05-22 02:00:00,2299.2
2017-05-22 02:15:00,2295.96
2017-05-22 02:30:00,2282.04
2017-05-22 02:45:00,2271.24
2017-05-22 03:00:00,2255.16
2017-05-22 03:15:00,2248.08
2017-05-22 03:30:00,2236.68
2017-05-22 03:45:00,2232.24
2017-05-22 04:00:00,2215.92
2017-05-22 04:15:00,2231.76
2017-05-22 04:30:00,2228.88
2017-05-22 04:45:00,2214.0
2017-05-22 05:00:00,2219.04
2017-05-22 05:15:00,2221.44
2017-05-22 05:30:00,2229.48
2017-05-22 05:45:00,2296.32
2017-05-22 06:00:00,2316.12
2017-05-22 06:15:00,2378.88
2017-05-22 06:30:00,2400.24
2017-05-22 06:45:00,2404.8
2017-05-22 07:00:00,2398.2
2017-05-22 07:15:00,2387.76
2017-05-22 07:30:00,2401.92
2017-05-22 07:45:00,2410.56
2017-05-22 08:00:00,2427.24
2017-05-22 08:15:00,2425.08
2017-05-22 08:30:00,2422.44
2017-05-22 08:45:00,2404.8
2017-05-22 09:00:00,2401.32
2017-05-22 09:15:00,2413.2
2017-05-22 09:30:00,2430.36
2017-05-22 09:45:00,2416.56
2017-05-22 10:00:00,2409.48
2017-05-22 10:15:00,2426.52
2017-05-22 10:30:00,2422.08
2017-05-22 10:45:00,2422.32
2017-05-22 11:00:00,2439.6
2017-05-22 11:15:00,2438.52
2017-05-22 11:30:00,2424.72
2017-05-22 11:45:00,2439.48
2017-05-22 12:00:00,2433.84
2017-05-22 12:15:00,2437.56
2017-05-22 12:30:00,2449.92
2017-05-22 12:45:00,2451.0
2017-05-22 13:00:00,2456.52
2017-05-22 13:15:00,2458.68
2017-05-22 13:30:00,2454.84
2017-05-22 13:45:00,2445.24
2017-05-22 14:00:00,2456.04
2017-05-22 14:15:00,2448.36
2017-05-22 14:30:00,2445.36
2017-05-22 14:45:00,2451.24
2017-05-22 15:00:00,2447.52
2017-05-22 15:15:00,2479.92
2017-05-22 15:30:00,2473.44
2017-05-22 15:45:00,2465.28
2017-05-22 16:00:00,2454.12
2017-05-22 16:15:00,2454.96
2017-05-22 16:30:00,2442.84
2017-05-22 16:45:00,2436.24
2017-05-22 17:00:00,2449.8
2017-05-22 17:15:00,2476.2
2017-05-22 17:30:00,2470.32
2017-05-22 17:45:00,2464.56
2017-05-22 18:00:00,2465.04
2017-05-22 18:15:00,2446.08
2017-05-22 18:30:00,2452.56
2017-05-22 18:45:00,2448.12
2017-05-22 19:00:00,2455.8
2017-05-22 19:15:00,2465.76
2017-05-22 19:30:00,2470.8
2017-05-22 19:45:00,2434.2
2017-05-22 20:00:00,2410.92
2017-05-22 20:15:00,2410.44
2017-05-22 20:30:00,2403.36
2017-05-22 20:45:00,2403.6
2017-05-22 21:00:00,2399.04
2017-05-22 21:15:00,2397.6
2017-05-22 21:30:00,2390.04
2017-05-22 21:45:00,2387.88
2017-05-22 22:00:00,2385.12
2017-05-22 22:15:00,2374.44
2017-05-22 22:30:00,2371.32
2017-05-22 22:45:00,2361.48
2017-05-22 23:00:00,2360.16
2017-05-22 23:15:00,2349.6
2017-05-22 23:30:00,2350.08
2017-05-22 23:45:00,2335.2
2017-05-23 00:00:00,2322.72
2017-05-23 00:15:00,2311.44
2017-05-23 00:30:00,2292.12
2017-05-23 00:45:00,2764.68
2017-05-23 01:00:00,2637.48
2017-05-23 01:15:00,2729.16
2017-05-23 01:30:00,2709.6
2017-05-23 01:45:00,2691.84
2017-05-23 02:00:00,2681.4
2017-05-23 02:15:00,2668.56
2017-05-23 02:30:00,2637.12
2017-05-23 02:45:00,2470.32
2017-05-23 03:00:00,2464.8
2017-05-23 03:15:00,2468.88
2017-05-23 03:30:00,2461.08
2017-05-23 03:45:00,2460.96
2017-05-23 04:00:00,2453.76
2017-05-23 04:15:00,2466.72
2017-05-23 04:30:00,2454.48
2017-05-23 04:45:00,2441.4
2017-05-23 05:00:00,2423.28
2017-05-23 05:15:00,2019.24
2017-05-23 05:30:00,2028.72
2017-05-23 05:45:00,2024.52
2017-05-23 06:00:00,2128.8
2017-05-23 06:15:00,2195.76
2017-05-23 06:30:00,2211.12
2017-05-23 06:45:00,2244.84
2017-05-23 07:00:00,2273.4
2017-05-23 07:15:00,2284.8
2017-05-23 07:30:00,2278.92
2017-05-23 07:45:00,2275.32
2017-05-23 08:00:00,2303.16
2017-05-23 08:15:00,2342.04
2017-05-23 08:30:00,2417.4
2017-05-23 08:45:00,2421.12
2017-05-23 09:00:00,2397.24
2017-05-23 09:15:00,2408.52
2017-05-23 09:30:00,2421.96
2017-05-23 09:45:00,2427.84
2017-05-23 10:00:00,2424.0
2017-05-23 10:15:00,2424.12
2017-05-23 10:30:00,2418.0
2017-05-23 10:45:00,2421.24
2017-05-23 11:00:00,2437.92
2017-05-23 11:15:00,2085.84
2017-05-23 11:30:00,2156.76
2017-05-23 11:45:00,2311.2
2017-05-23 12:00:00,2350.44
2017-05-23 12:15:00,2367.36
2017-05-23 12:30:00,2385.72
2017-05-23 12:45:00,2389.32
2017-05-23 13:00:00,2367.72
2017-05-23 13:15:00,2377.44
2017-05-23 13:30:00,2396.16
2017-05-23 13:45:00,2422.44
2017-05-23 14:00:00,2417.76
2017-05-23 14:15:00,2400.48
2017-05-23 14:30:00,2378.16
2017-05-23 14:45:00,2373.48
2017-05-23 15:00:00,2382.12
2017-05-23 15:15:00,2357.28
2017-05-23 15:30:00,2342.88
2017-05-23 15:45:00,2325.24
2017-05-23 16:00:00,2319.12
2017-05-23 16:15:00,2324.52
2017-05-23 16:30:00,2323.08
2017-05-23 16:45:00,2300.04
2017-05-23 17:00:00,2286.36
2017-05-23 17:15:00,2277.36
2017-05-23 17:30:00,2249.28
2017-05-23 17:45:00,2252.88
2017-05-23 18:00:00,2255.76
2017-05-23 18:15:00,2265.84
2017-05-23 18:30:00,2266.92
2017-05-23 18:45:00,2258.64
2017-05-23 19:00:00,2284.2
2017-05-23 19:15:00,2289.96
2017-05-23 19:30:00,2297.88
2017-05-23 19:45:00,2295.0
2017-05-23 20:00:00,2295.72
2017-05-23 20:15:00,2298.6
2017-05-23 20:30:00,2292.48
2017-05-23 20:45:00,2304.72
2017-05-23 21:00:00,2302.2
2017-05-23 21:15:00,2295.36
2017-05-23 21:30:00,2292.12
2017-05-23 21:45:00,2284.92
2017-05-23 22:00:00,2291.76
2017-05-23 22:15:00,2287.8
2017-05-23 22:30:00,2279.52
2017-05-23 22:45:00,2273.4
2017-05-23 23:00:00,2275.2
2017-05-23 23:15:00,2274.12
2017-05-23 23:30:00,2266.56
2017-05-23 23:45:00,2255.76
2017-05-24 00:00:00,2238.48
2017-05-24 00:15:00,2234.16
2017-05-24 00:30:00,2219.76
2017-05-24 00:45:00,2207.88
2017-05-24 01:00:00,2201.4
2017-05-24 01:15:00,2219.4
2017-05-24 01:30:00,2206.08
2017-05-24 01:45:00,2200.32
2017-05-24 02:00:00,2201.4
2017-05-24 02:15:00,2176.92
2017-05-24 02:30:00,2173.68
2017-05-24 02:45:00,2163.96
2017-05-24 03:00:00,2173.32
2017-05-24 03:15:00,2163.24
2017-05-24 03:30:00,2158.92
2017-05-24 03:45:00,2166.12
2017-05-24 04:00:00,2146.68
2017-05-24 04:15:00,2145.96
2017-05-24 04:30:00,2189.88
2017-05-24 04:45:00,2164.68
2017-05-24 05:00:00,2193.84
2017-05-24 05:15:00,2226.24
2017-05-24 05:30:00,2250.72
2017-05-24 05:45:00,2249.28
2017-05-24 06:00:00,2262.6
2017-05-24 06:15:00,2289.96
2017-05-24 06:30:00,2314.8
2017-05-24 06:45:00,2328.12
2017-05-24 07:00:00,2313.36
2017-05-24 07:15:00,2318.04
2017-05-24 07:30:00,2323.8
2017-05-24 07:45:00,2338.2
2017-05-24 08:00:00,2338.56
2017-05-24 08:15:00,2322.0
2017-05-24 08:30:00,2322.72
2017-05-24 08:45:00,2319.48
2017-05-24 09:00:00,2337.12
2017-05-24 09:15:00,2339.28
2017-05-24 09:30:00,2341.08
2017-05-24 09:45:00,2332.8
2017-05-24 10:00:00,2342.52
2017-05-24 10:15:00,2348.64
2017-05-24 10:30:00,2340.72
2017-05-24 10:45:00,2357.28
2017-05-24 11:00:00,2354.76
2017-05-24 11:15:00,2354.76
2017-05-24 11:30:00,2353.68
2017-05-24 11:45:00,2358.0
2017-05-24 12:00:00,2341.08
2017-05-24 12:15:00,2342.88
2017-05-24 12:30:00,2352.24
2017-05-24 12:45:00,2360.52
2017-05-24 13:00:00,2407.68
2017-05-24 13:15:00,2501.88
2017-05-24 13:30:00,2514.12
2017-05-24 13:45:00,2445.6
2017-05-24 14:00:00,2418.96
2017-05-24 14:15:00,2412.48
2017-05-24 14:30:00,2413.44
2017-05-24 14:45:00,2406.12
2017-05-24 15:00:00,2380.92
2017-05-24 15:15:00,2366.04
2017-05-24 15:30:00,2353.8
2017-05-24 15:45:00,2353.32
2017-05-24 16:00:00,2345.04
2017-05-24 16:15:00,2331.36
2017-05-24 16:30:00,2320.2
2017-05-24 16:45:00,2336.52
2017-05-24 17:00:00,2338.68
2017-05-24 17:15:00,2331.48
2017-05-24 17:30:00,2340.0
2017-05-24 17:45:00,2343.24
2017-05-24 18:00:00,2334.6
2017-05-24 18:15:00,2346.72
2017-05-24 18:30:00,2356.8
2017-05-24 18:45:00,2355.24
2017-05-24 19:00:00,2361.72
2017-05-24 19:15:00,2378.88
2017-05-24 19:30:00,2401.44
2017-05-24 19:45:00,2413.92
2017-05-24 20:00:00,2421.36
2017-05-24 20:15:00,2414.76
2017-05-24 20:30:00,2401.44
2017-05-24 20:45:00,2358.72
2017-05-24 21:00:00,2322.72
2017-05-24 21:15:00,2301.36
2017-05-24 21:30:00,2296.32
2017-05-24 21:45:00,2290.2
2017-05-24 22:00:00,2289.6
2017-05-24 22:15:00,2294.52
2017-05-24 22:30:00,2291.88
2017-05-24 22:45:00,2291.64
2017-05-24 23:00:00,2271.48
2017-05-24 23:15:00,2254.2
2017-05-24 23:30:00,2244.24
2017-05-24 23:45:00,2231.64
2017-05-25 00:00:00,2233.8
2017-05-25 00:15:00,2218.08
2017-05-25 00:30:00,2217.36
2017-05-25 00:45:00,2213.64
2017-05-25 01:00:00,2350.56
2017-05-25 01:15:00,2738.76
2017-05-25 01:30:00,2777.16
2017-05-25 01:45:00,2774.64
2017-05-25 02:00:00,2341.8
2017-05-25 02:15:00,2406.36
2017-05-25 02:30:00,2272.56
2017-05-25 02:45:00,2182.44
2017-05-25 03:00:00,2159.28
2017-05-25 03:15:00,2168.04
2017-05-25 03:30:00,2196.6
2017-05-25 03:45:00,2175.84
2017-05-25 04:00:00,2176.68
2017-05-25 04:15:00,2199.96
2017-05-25 04:30:00,2209.44
2017-05-25 04:45:00,2197.92
2017-05-25 05:00:00,2184.84
2017-05-25 05:15:00,2191.32
2017-05-25 05:30:00,2217.24
2017-05-25 05:45:00,2221.8
